Date,Predicted_Demand
2024-10-26 15:09:39.687500,6.928470049580618
2024-10-27 15:09:39.687500,6.921315986646434
2024-10-28 15:09:39.687500,6.92331909403503
2024-10-29 15:09:39.687500,6.9344776713044425
2024-10-30 15:09:39.687500,6.95478730504945
2024-10-31 15:09:39.687500,6.9842408702092555
2024-11-01 15:09:39.687500,7.022828532178856
2024-11-02 15:09:39.687500,7.07053774972325
2024-11-03 15:09:39.687500,7.127353278693619
2024-11-04 15:09:39.687500,7.193257176544591
2024-11-05 15:09:39.687500,7.2682288076509
2024-11-06 15:09:39.687500,7.352244849422277
2024-11-07 15:09:39.687500,7.44527929921432
2024-11-08 15:09:39.687500,7.547303482033726
2024-11-09 15:09:39.687500,7.658286059035291
2024-11-10 15:09:39.687500,7.778193036808254
2024-11-11 15:09:39.687500,7.9069877774493165
2024-11-12 15:09:39.687500,8.044631009419213
2024-11-13 15:09:39.687500,8.191080839179769
2024-11-14 15:09:39.687500,8.346292763607764
2024-11-15 15:09:39.687500,8.510219683182264
2024-11-16 15:09:39.687500,8.682811915941198
2024-11-17 15:09:39.687500,8.864017212203173
2024-11-18 15:09:39.687500,9.05378077005016
2024-11-19 15:09:39.687500,9.252045251566571
2024-11-20 15:09:39.687500,9.458750799829645
2024-11-21 15:09:39.687500,9.673835056646404
2024-11-22 15:09:39.687500,9.897233181031623
2024-11-23 15:09:39.687500,10.12887786842176
2024-11-24 15:09:39.687500,10.368699370618671
2024-11-25 15:09:39.687500,10.616625516457464
2024-11-26 15:09:39.687500,10.872581733192469
2024-11-27 15:09:39.687500,11.136491068594701
2024-11-28 15:09:39.687500,11.408274213754495
2024-11-29 15:09:39.687500,11.687849526582333
2024-11-30 15:09:39.687500,11.975133056001347
2024-12-01 15:09:39.687500,12.270038566823686
2024-12-02 15:09:39.687500,12.572477565304006
2024-12-03 15:09:39.687500,12.882359325361733
2024-12-04 15:09:39.687500,13.199590915465716
2024-12-05 15:09:39.687500,13.524077226171439
2024-12-06 15:09:39.687500,13.85572099830393
2024-12-07 15:09:39.687500,14.194422851778125
2024-12-08 15:09:39.687500,14.540081315047036
2024-12-09 15:09:39.687500,14.892592855170243
2024-12-10 15:09:39.687500,15.25185190849242
2024-12-11 15:09:39.687500,15.617750911924695
2024-12-12 15:09:39.687500,15.990180334817644
2024-12-13 15:09:39.687500,16.369028711417613
2024-12-14 15:09:39.687500,16.754182673896338
2024-12-15 15:09:39.687500,17.145526985944485
2024-12-16 15:09:39.687500,17.542944576918565
2024-12-17 15:09:39.687500,17.94631657653131
2024-12-18 15:09:39.687500,18.355522350075823
2024-12-19 15:09:39.687500,18.77043953417204
2024-12-20 15:09:39.687500,19.19094407302571
2024-12-21 15:09:39.687500,19.616910255188678
2024-12-22 15:09:39.687500,20.048210750810128
2024-12-23 15:09:39.687500,20.48471664936698
2024-12-24 15:09:39.687500,20.926297497862997
2024-12-25 15:09:39.687500,21.372821339484595
2024-12-26 15:09:39.687500,21.824154752702793
2024-12-27 15:09:39.687500,22.280162890808736
2024-12-28 15:09:39.687500,22.74070952187157
2024-12-29 15:09:39.687500,23.205657069107154
2024-12-30 15:09:39.687500,23.674866651644876
2024-12-31 15:09:39.687500,24.148198125681123
2025-01-01 15:09:39.687500,24.62551012600672
2025-01-02 15:09:39.687500,25.1066601078968
2025-01-03 15:09:39.687500,25.59150438934968
2025-01-04 15:09:39.687500,26.079898193663027
2025-01-05 15:09:39.687500,26.571695692334146
2025-01-06 15:09:39.687500,27.066750048272382
2025-01-07 15:09:39.687500,27.564913459310038
2025-01-08 15:09:39.687500,28.06603720199899
2025-01-09 15:09:39.687500,28.56997167568121
2025-01-10 15:09:39.687500,29.076566446818465
2025-01-11 15:09:39.687500,29.585670293568928
2025-01-12 15:09:39.687500,30.09713125059725
2025-01-13 15:09:39.687500,30.61079665410575
2025-01-14 15:09:39.687500,31.12651318707153
2025-01-15 15:09:39.687500,31.64412692467802
2025-01-16 15:09:39.687500,32.1634833799255
2025-01-17 15:09:39.687500,32.68442754940977
2025-01-18 15:09:39.687500,33.20680395925258
2025-01-19 15:09:39.687500,33.73045671117181
2025-01-20 15:09:39.687500,34.255229528677766
2025-01-21 15:09:39.687500,34.78096580338112
2025-01-22 15:09:39.687500,35.30750864139944
2025-01-23 15:09:39.687500,35.834700909847975
2025-01-24 15:09:39.687500,36.362385283401935
2025-01-25 15:09:39.687500,36.890404290915086
2025-01-26 15:09:39.687500,37.41860036208198
2025-01-27 15:09:39.687500,37.94681587412924
2025-01-28 15:09:39.687500,38.474893198522885
2025-01-29 15:09:39.687500,39.002674747676934
2025-01-30 15:09:39.687500,39.53000302164981
2025-01-31 15:09:39.687500,40.056720654815344
2025-02-01 15:09:39.687500,40.582670462493326
2025-02-02 15:09:39.687500,41.1076954875269
2025-02-03 15:09:39.687500,41.631639046792074
2025-02-04 15:09:39.687500,42.15434477762669
2025-02-05 15:09:39.687500,42.67565668416386
2025-02-06 15:09:39.687500,43.19541918355674
2025-02-07 15:09:39.687500,43.713477152081445
2025-02-08 15:09:39.687500,44.229675971103305
2025-02-09 15:09:39.687500,44.743861572893884
2025-02-10 15:09:39.687500,45.25588048628409
2025-02-11 15:09:39.687500,45.765579882141836
2025-02-12 15:09:39.687500,46.27280761865788
2025-02-13 15:09:39.687500,46.77741228642914
2025-02-14 15:09:39.687500,47.2792432533241
2025-02-15 15:09:39.687500,47.77815070911894
